Year;Date;Month;Region;Ocurrence
1995;01-01-1995;DICIEMBRE;III;1
1995;01-01-1995;DICIEMBRE;IV;1
1995;01-01-1995;DICIEMBRE;V;219
1995;01-01-1995;DICIEMBRE;RM;126
1995;01-01-1995;DICIEMBRE;VI;32
1995;01-01-1995;DICIEMBRE;VII;59
1995;01-01-1995;DICIEMBRE;VIII;272
1995;01-01-1995;DICIEMBRE;IX;57
1995;01-01-1995;DICIEMBRE;XIV;3
1995;01-01-1995;DICIEMBRE;X;8
1995;01-01-1995;DICIEMBRE;XI;1
1995;01-01-1995;DICIEMBRE;XII;2
1995;01-01-1995;ENERO;III;2
1995;01-01-1995;ENERO;IV;10
1995;01-01-1995;ENERO;V;253
1995;01-01-1995;ENERO;RM;111
1995;01-01-1995;ENERO;VI;69
1995;01-01-1995;ENERO;VII;70
1995;01-01-1995;ENERO;VIII;624
1995;01-01-1995;ENERO;IX;161
1995;01-01-1995;ENERO;XIV;4
1995;01-01-1995;ENERO;X;30
1995;01-01-1995;ENERO;XI;5
1995;01-01-1995;ENERO;XII;2
1995;01-01-1995;FEBRERO;III;3
1995;01-01-1995;FEBRERO;IV;9
1995;01-01-1995;FEBRERO;V;130
1995;01-01-1995;FEBRERO;RM;78
1995;01-01-1995;FEBRERO;VI;85
1995;01-01-1995;FEBRERO;VII;74
1995;01-01-1995;FEBRERO;VIII;726
1995;01-01-1995;FEBRERO;IX;305
1995;01-01-1995;FEBRERO;XIV;13
1995;01-01-1995;FEBRERO;X;78
1995;01-01-1995;FEBRERO;XI;1
1995;01-01-1995;FEBRERO;XII;4
1995;01-01-1995;MARZO;III;3
1995;01-01-1995;MARZO;IV;2
1995;01-01-1995;MARZO;V;94
1995;01-01-1995;MARZO;RM;36
1995;01-01-1995;MARZO;VI;69
1995;01-01-1995;MARZO;VII;71
1995;01-01-1995;MARZO;VIII;545
1995;01-01-1995;MARZO;IX;253
1995;01-01-1995;MARZO;XIV;8
1995;01-01-1995;MARZO;X;45
1995;01-01-1995;MARZO;XI;5
1995;01-01-1995;MARZO;XII;1
1995;01-01-1995;ABRIL;III;7
1995;01-01-1995;ABRIL;IV;0
1995;01-01-1995;ABRIL;V;44
1995;01-01-1995;ABRIL;RM;16
1995;01-01-1995;ABRIL;VI;34
1995;01-01-1995;ABRIL;VII;34
1995;01-01-1995;ABRIL;VIII;51
1995;01-01-1995;ABRIL;IX;19
1995;01-01-1995;ABRIL;XIV;0
1995;01-01-1995;ABRIL;X;0
1995;01-01-1995;ABRIL;XI;0
1995;01-01-1995;ABRIL;XII;2
1995;01-01-1995;MAYO;III;1
1995;01-01-1995;MAYO;IV;0
1995;01-01-1995;MAYO;V;0
1995;01-01-1995;MAYO;RM;0
1995;01-01-1995;MAYO;VI;0
1995;01-01-1995;MAYO;VII;0
1995;01-01-1995;MAYO;VIII;0
1995;01-01-1995;MAYO;IX;0
1995;01-01-1995;MAYO;XIV;0
1995;01-01-1995;MAYO;X;0
1995;01-01-1995;MAYO;XI;0
1995;01-01-1995;MAYO;XII;0
1995;01-01-1995;JUNIO;III;0
1995;01-01-1995;JUNIO;IV;0
1995;01-01-1995;JUNIO;V;0
1995;01-01-1995;JUNIO;RM;0
1995;01-01-1995;JUNIO;VI;0
1995;01-01-1995;JUNIO;VII;0
1995;01-01-1995;JUNIO;VIII;0
1995;01-01-1995;JUNIO;IX;0
1995;01-01-1995;JUNIO;XIV;0
1995;01-01-1995;JUNIO;X;0
1995;01-01-1995;JUNIO;XI;0
1995;01-01-1995;JUNIO;XII;0
1996;01-01-1996;JULIO;III;0
1996;01-01-1996;JULIO;IV;0
1996;01-01-1996;JULIO;V;0
1996;01-01-1996;JULIO;RM;0
1996;01-01-1996;JULIO;VI;0
1996;01-01-1996;JULIO;VII;0
1996;01-01-1996;JULIO;VIII;0
1996;01-01-1996;JULIO;IX;0
1996;01-01-1996;JULIO;XIV;0
1996;01-01-1996;JULIO;X;0
1996;01-01-1996;JULIO;XI;0
1996;01-01-1996;JULIO;XII;0
1996;01-01-1996;AGOSTO;III;0
1996;01-01-1996;AGOSTO;IV;0
1996;01-01-1996;AGOSTO;V;0
1996;01-01-1996;AGOSTO;RM;0
1996;01-01-1996;AGOSTO;VI;0
1996;01-01-1996;AGOSTO;VII;0
1996;01-01-1996;AGOSTO;VIII;0
1996;01-01-1996;AGOSTO;IX;0
1996;01-01-1996;AGOSTO;XIV;0
1996;01-01-1996;AGOSTO;X;0
1996;01-01-1996;AGOSTO;XI;0
1996;01-01-1996;AGOSTO;XII;0
1996;01-01-1996;SEPTIEMBRE;III;0
1996;01-01-1996;SEPTIEMBRE;IV;0
1996;01-01-1996;SEPTIEMBRE;V;0
1996;01-01-1996;SEPTIEMBRE;RM;0
1996;01-01-1996;SEPTIEMBRE;VI;0
1996;01-01-1996;SEPTIEMBRE;VII;0
1996;01-01-1996;SEPTIEMBRE;VIII;0
1996;01-01-1996;SEPTIEMBRE;IX;0
1996;01-01-1996;SEPTIEMBRE;XIV;0
1996;01-01-1996;SEPTIEMBRE;X;0
1996;01-01-1996;SEPTIEMBRE;XI;0
1996;01-01-1996;SEPTIEMBRE;XII;0
1996;01-01-1996;OCTUBRE;III;4
1996;01-01-1996;OCTUBRE;IV;0
1996;01-01-1996;OCTUBRE;V;5
1996;01-01-1996;OCTUBRE;RM;7
1996;01-01-1996;OCTUBRE;VI;0
1996;01-01-1996;OCTUBRE;VII;2
1996;01-01-1996;OCTUBRE;VIII;20
1996;01-01-1996;OCTUBRE;IX;16
1996;01-01-1996;OCTUBRE;XIV;0
1996;01-01-1996;OCTUBRE;X;14
1996;01-01-1996;OCTUBRE;XI;1
1996;01-01-1996;OCTUBRE;XII;0
1996;01-01-1996;NOVIEMBRE;III;4
1996;01-01-1996;NOVIEMBRE;IV;0
1996;01-01-1996;NOVIEMBRE;V;57
1996;01-01-1996;NOVIEMBRE;RM;25
1996;01-01-1996;NOVIEMBRE;VI;5
1996;01-01-1996;NOVIEMBRE;VII;18
1996;01-01-1996;NOVIEMBRE;VIII;179
1996;01-01-1996;NOVIEMBRE;IX;41
1996;01-01-1996;NOVIEMBRE;XIV;1
1996;01-01-1996;NOVIEMBRE;X;46
1996;01-01-1996;NOVIEMBRE;XI;7
1996;01-01-1996;NOVIEMBRE;XII;5
1996;01-01-1996;DICIEMBRE;III;2
1996;01-01-1996;DICIEMBRE;IV;1
1996;01-01-1996;DICIEMBRE;V;125
1996;01-01-1996;DICIEMBRE;RM;60
1996;01-01-1996;DICIEMBRE;VI;18
1996;01-01-1996;DICIEMBRE;VII;60
1996;01-01-1996;DICIEMBRE;VIII;501
1996;01-01-1996;DICIEMBRE;IX;189
1996;01-01-1996;DICIEMBRE;XIV;27
1996;01-01-1996;DICIEMBRE;X;295
1996;01-01-1996;DICIEMBRE;XI;25
1996;01-01-1996;DICIEMBRE;XII;6
1996;01-01-1996;ENERO;III;9
1996;01-01-1996;ENERO;IV;9
1996;01-01-1996;ENERO;V;321
1996;01-01-1996;ENERO;RM;78
1996;01-01-1996;ENERO;VI;93
1996;01-01-1996;ENERO;VII;112
1996;01-01-1996;ENERO;VIII;641
1996;01-01-1996;ENERO;IX;272
1996;01-01-1996;ENERO;XIV;31
1996;01-01-1996;ENERO;X;214
1996;01-01-1996;ENERO;XI;21
1996;01-01-1996;ENERO;XII;2
1996;01-01-1996;FEBRERO;III;6
1996;01-01-1996;FEBRERO;IV;10
1996;01-01-1996;FEBRERO;V;126
1996;01-01-1996;FEBRERO;RM;68
1996;01-01-1996;FEBRERO;VI;93
1996;01-01-1996;FEBRERO;VII;91
1996;01-01-1996;FEBRERO;VIII;504
1996;01-01-1996;FEBRERO;IX;270
1996;01-01-1996;FEBRERO;XIV;30
1996;01-01-1996;FEBRERO;X;95
1996;01-01-1996;FEBRERO;XI;2
1996;01-01-1996;FEBRERO;XII;3
1996;01-01-1996;MARZO;III;3
1996;01-01-1996;MARZO;IV;3
1996;01-01-1996;MARZO;V;67
1996;01-01-1996;MARZO;RM;30
1996;01-01-1996;MARZO;VI;54
1996;01-01-1996;MARZO;VII;68
1996;01-01-1996;MARZO;VIII;402
1996;01-01-1996;MARZO;IX;159
1996;01-01-1996;MARZO;XIV;10
1996;01-01-1996;MARZO;X;73
1996;01-01-1996;MARZO;XI;2
1996;01-01-1996;MARZO;XII;1
1996;01-01-1996;ABRIL;III;2
1996;01-01-1996;ABRIL;IV;0
1996;01-01-1996;ABRIL;V;25
1996;01-01-1996;ABRIL;RM;4
1996;01-01-1996;ABRIL;VI;29
1996;01-01-1996;ABRIL;VII;31
1996;01-01-1996;ABRIL;VIII;11
1996;01-01-1996;ABRIL;IX;7
1996;01-01-1996;ABRIL;XIV;0
1996;01-01-1996;ABRIL;X;4
1996;01-01-1996;ABRIL;XI;0
1996;01-01-1996;ABRIL;XII;0
1996;01-01-1996;MAYO;III;1
1996;01-01-1996;MAYO;IV;0
1996;01-01-1996;MAYO;V;1
1996;01-01-1996;MAYO;RM;6
1996;01-01-1996;MAYO;VI;9
1996;01-01-1996;MAYO;VII;2
1996;01-01-1996;MAYO;VIII;13
1996;01-01-1996;MAYO;IX;2
1996;01-01-1996;MAYO;XIV;0
1996;01-01-1996;MAYO;X;0
1996;01-01-1996;MAYO;XI;0
1996;01-01-1996;MAYO;XII;0
1996;01-01-1996;JUNIO;III;0
1996;01-01-1996;JUNIO;IV;0
1996;01-01-1996;JUNIO;V;0
1996;01-01-1996;JUNIO;RM;0
1996;01-01-1996;JUNIO;VI;0
1996;01-01-1996;JUNIO;VII;0
1996;01-01-1996;JUNIO;VIII;0
1996;01-01-1996;JUNIO;IX;0
1996;01-01-1996;JUNIO;XIV;0
1996;01-01-1996;JUNIO;X;0
1996;01-01-1996;JUNIO;XI;0
1996;01-01-1996;JUNIO;XII;0
1997;01-01-1997;JULIO;III;0
1997;01-01-1997;JULIO;IV;0
1997;01-01-1997;JULIO;V;0
1997;01-01-1997;JULIO;RM;0
1997;01-01-1997;JULIO;VI;0
1997;01-01-1997;JULIO;VII;0
1997;01-01-1997;JULIO;VIII;0
1997;01-01-1997;JULIO;IX;0
1997;01-01-1997;JULIO;XIV;0
1997;01-01-1997;JULIO;X;0
1997;01-01-1997;JULIO;XI;0
1997;01-01-1997;JULIO;XII;0
1997;01-01-1997;AGOSTO;III;0
1997;01-01-1997;AGOSTO;IV;0
1997;01-01-1997;AGOSTO;V;0
1997;01-01-1997;AGOSTO;RM;0
1997;01-01-1997;AGOSTO;VI;0
1997;01-01-1997;AGOSTO;VII;0
1997;01-01-1997;AGOSTO;VIII;0
1997;01-01-1997;AGOSTO;IX;0
1997;01-01-1997;AGOSTO;XIV;0
1997;01-01-1997;AGOSTO;X;0
1997;01-01-1997;AGOSTO;XI;0
1997;01-01-1997;AGOSTO;XII;0
1997;01-01-1997;SEPTIEMBRE;III;0
1997;01-01-1997;SEPTIEMBRE;IV;0
1997;01-01-1997;SEPTIEMBRE;V;0
1997;01-01-1997;SEPTIEMBRE;RM;0
1997;01-01-1997;SEPTIEMBRE;VI;0
1997;01-01-1997;SEPTIEMBRE;VII;0
1997;01-01-1997;SEPTIEMBRE;VIII;0
1997;01-01-1997;SEPTIEMBRE;IX;0
1997;01-01-1997;SEPTIEMBRE;XIV;0
1997;01-01-1997;SEPTIEMBRE;X;0
1997;01-01-1997;SEPTIEMBRE;XI;0
1997;01-01-1997;SEPTIEMBRE;XII;0
1997;01-01-1997;OCTUBRE;III;3
1997;01-01-1997;OCTUBRE;IV;16
1997;01-01-1997;OCTUBRE;V;7
1997;01-01-1997;OCTUBRE;RM;6
1997;01-01-1997;OCTUBRE;VI;1
1997;01-01-1997;OCTUBRE;VII;7
1997;01-01-1997;OCTUBRE;VIII;82
1997;01-01-1997;OCTUBRE;IX;13
1997;01-01-1997;OCTUBRE;XIV;2
1997;01-01-1997;OCTUBRE;X;5
1997;01-01-1997;OCTUBRE;XI;0
1997;01-01-1997;OCTUBRE;XII;1
1997;01-01-1997;NOVIEMBRE;III;0
1997;01-01-1997;NOVIEMBRE;IV;17
1997;01-01-1997;NOVIEMBRE;V;82
1997;01-01-1997;NOVIEMBRE;RM;66
1997;01-01-1997;NOVIEMBRE;VI;19
1997;01-01-1997;NOVIEMBRE;VII;40
1997;01-01-1997;NOVIEMBRE;VIII;171
1997;01-01-1997;NOVIEMBRE;IX;25
1997;01-01-1997;NOVIEMBRE;XIV;1
1997;01-01-1997;NOVIEMBRE;X;10
1997;01-01-1997;NOVIEMBRE;XI;1
1997;01-01-1997;NOVIEMBRE;XII;1
1997;01-01-1997;DICIEMBRE;III;4
1997;01-01-1997;DICIEMBRE;IV;21
1997;01-01-1997;DICIEMBRE;V;152
1997;01-01-1997;DICIEMBRE;RM;98
1997;01-01-1997;DICIEMBRE;VI;60
1997;01-01-1997;DICIEMBRE;VII;80
1997;01-01-1997;DICIEMBRE;VIII;300
1997;01-01-1997;DICIEMBRE;IX;76
1997;01-01-1997;DICIEMBRE;XIV;9
1997;01-01-1997;DICIEMBRE;X;20
1997;01-01-1997;DICIEMBRE;XI;3
1997;01-01-1997;DICIEMBRE;XII;4
1997;01-01-1997;ENERO;III;8
1997;01-01-1997;ENERO;IV;39
1997;01-01-1997;ENERO;V;198
1997;01-01-1997;ENERO;RM;111
1997;01-01-1997;ENERO;VI;99
1997;01-01-1997;ENERO;VII;138
1997;01-01-1997;ENERO;VIII;489
1997;01-01-1997;ENERO;IX;122
1997;01-01-1997;ENERO;XIV;8
1997;01-01-1997;ENERO;X;10
1997;01-01-1997;ENERO;XI;1
1997;01-01-1997;ENERO;XII;8
1997;01-01-1997;FEBRERO;III;5
1997;01-01-1997;FEBRERO;IV;23
1997;01-01-1997;FEBRERO;V;90
1997;01-01-1997;FEBRERO;RM;49
1997;01-01-1997;FEBRERO;VI;69
1997;01-01-1997;FEBRERO;VII;108
1997;01-01-1997;FEBRERO;VIII;485
1997;01-01-1997;FEBRERO;IX;202
1997;01-01-1997;FEBRERO;XIV;6
1997;01-01-1997;FEBRERO;X;17
1997;01-01-1997;FEBRERO;XI;15
1997;01-01-1997;FEBRERO;XII;5
1997;01-01-1997;MARZO;III;6
1997;01-01-1997;MARZO;IV;8
1997;01-01-1997;MARZO;V;60
1997;01-01-1997;MARZO;RM;26
1997;01-01-1997;MARZO;VI;22
1997;01-01-1997;MARZO;VII;78
1997;01-01-1997;MARZO;VIII;543
1997;01-01-1997;MARZO;IX;297
1997;01-01-1997;MARZO;XIV;35
1997;01-01-1997;MARZO;X;158
1997;01-01-1997;MARZO;XI;0
1997;01-01-1997;MARZO;XII;6
1997;01-01-1997;ABRIL;III;0
1997;01-01-1997;ABRIL;IV;0
1997;01-01-1997;ABRIL;V;34
1997;01-01-1997;ABRIL;RM;23
1997;01-01-1997;ABRIL;VI;22
1997;01-01-1997;ABRIL;VII;62
1997;01-01-1997;ABRIL;VIII;288
1997;01-01-1997;ABRIL;IX;104
1997;01-01-1997;ABRIL;XIV;0
1997;01-01-1997;ABRIL;X;0
1997;01-01-1997;ABRIL;XI;0
1997;01-01-1997;ABRIL;XII;0
1997;01-01-1997;MAYO;III;2
1997;01-01-1997;MAYO;IV;0
1997;01-01-1997;MAYO;V;6
1997;01-01-1997;MAYO;RM;2
1997;01-01-1997;MAYO;VI;2
1997;01-01-1997;MAYO;VII;1
1997;01-01-1997;MAYO;VIII;0
1997;01-01-1997;MAYO;IX;0
1997;01-01-1997;MAYO;XIV;0
1997;01-01-1997;MAYO;X;0
1997;01-01-1997;MAYO;XI;0
1997;01-01-1997;MAYO;XII;0
1997;01-01-1997;JUNIO;III;0
1997;01-01-1997;JUNIO;IV;0
1997;01-01-1997;JUNIO;V;0
1997;01-01-1997;JUNIO;RM;0
1997;01-01-1997;JUNIO;VI;0
1997;01-01-1997;JUNIO;VII;0
1997;01-01-1997;JUNIO;VIII;0
1997;01-01-1997;JUNIO;IX;0
1997;01-01-1997;JUNIO;XIV;0
1997;01-01-1997;JUNIO;X;0
1997;01-01-1997;JUNIO;XI;0
1997;01-01-1997;JUNIO;XII;0
1998;01-01-1998;JULIO;III;0
1998;01-01-1998;JULIO;IV;0
1998;01-01-1998;JULIO;V;0
1998;01-01-1998;JULIO;RM;0
1998;01-01-1998;JULIO;VI;0
1998;01-01-1998;JULIO;VII;0
1998;01-01-1998;JULIO;VIII;0
1998;01-01-1998;JULIO;IX;0
1998;01-01-1998;JULIO;XIV;0
1998;01-01-1998;JULIO;X;0
1998;01-01-1998;JULIO;XI;0
1998;01-01-1998;JULIO;XII;0
1998;01-01-1998;AGOSTO;III;0
1998;01-01-1998;AGOSTO;IV;0
1998;01-01-1998;AGOSTO;V;0
1998;01-01-1998;AGOSTO;RM;0
1998;01-01-1998;AGOSTO;VI;0
1998;01-01-1998;AGOSTO;VII;0
1998;01-01-1998;AGOSTO;VIII;0
1998;01-01-1998;AGOSTO;IX;0
1998;01-01-1998;AGOSTO;XIV;0
1998;01-01-1998;AGOSTO;X;0
1998;01-01-1998;AGOSTO;XI;0
1998;01-01-1998;AGOSTO;XII;0
1998;01-01-1998;SEPTIEMBRE;III;0
1998;01-01-1998;SEPTIEMBRE;IV;0
1998;01-01-1998;SEPTIEMBRE;V;0
1998;01-01-1998;SEPTIEMBRE;RM;0
1998;01-01-1998;SEPTIEMBRE;VI;0
1998;01-01-1998;SEPTIEMBRE;VII;0
1998;01-01-1998;SEPTIEMBRE;VIII;0
1998;01-01-1998;SEPTIEMBRE;IX;0
1998;01-01-1998;SEPTIEMBRE;XIV;0
1998;01-01-1998;SEPTIEMBRE;X;0
1998;01-01-1998;SEPTIEMBRE;XI;0
1998;01-01-1998;SEPTIEMBRE;XII;0
1998;01-01-1998;OCTUBRE;III;2
1998;01-01-1998;OCTUBRE;IV;0
1998;01-01-1998;OCTUBRE;V;2
1998;01-01-1998;OCTUBRE;RM;0
1998;01-01-1998;OCTUBRE;VI;0
1998;01-01-1998;OCTUBRE;VII;0
1998;01-01-1998;OCTUBRE;VIII;2
1998;01-01-1998;OCTUBRE;IX;0
1998;01-01-1998;OCTUBRE;XIV;0
1998;01-01-1998;OCTUBRE;X;2
1998;01-01-1998;OCTUBRE;XI;0
1998;01-01-1998;OCTUBRE;XII;4
1998;01-01-1998;NOVIEMBRE;III;3
1998;01-01-1998;NOVIEMBRE;IV;1
1998;01-01-1998;NOVIEMBRE;V;48
1998;01-01-1998;NOVIEMBRE;RM;30
1998;01-01-1998;NOVIEMBRE;VI;2
1998;01-01-1998;NOVIEMBRE;VII;11
1998;01-01-1998;NOVIEMBRE;VIII;41
1998;01-01-1998;NOVIEMBRE;IX;3
1998;01-01-1998;NOVIEMBRE;XIV;2
1998;01-01-1998;NOVIEMBRE;X;3
1998;01-01-1998;NOVIEMBRE;XI;0
1998;01-01-1998;NOVIEMBRE;XII;0
1998;01-01-1998;DICIEMBRE;III;1
1998;01-01-1998;DICIEMBRE;IV;10
1998;01-01-1998;DICIEMBRE;V;221
1998;01-01-1998;DICIEMBRE;RM;201
1998;01-01-1998;DICIEMBRE;VI;16
1998;01-01-1998;DICIEMBRE;VII;37
1998;01-01-1998;DICIEMBRE;VIII;189
1998;01-01-1998;DICIEMBRE;IX;31
1998;01-01-1998;DICIEMBRE;XIV;7
1998;01-01-1998;DICIEMBRE;X;48
1998;01-01-1998;DICIEMBRE;XI;0
1998;01-01-1998;DICIEMBRE;XII;1
1998;01-01-1998;ENERO;III;3
1998;01-01-1998;ENERO;IV;24
1998;01-01-1998;ENERO;V;309
1998;01-01-1998;ENERO;RM;172
1998;01-01-1998;ENERO;VI;78
1998;01-01-1998;ENERO;VII;141
1998;01-01-1998;ENERO;VIII;545
1998;01-01-1998;ENERO;IX;117
1998;01-01-1998;ENERO;XIV;17
1998;01-01-1998;ENERO;X;52
1998;01-01-1998;ENERO;XI;1
1998;01-01-1998;ENERO;XII;6
1998;01-01-1998;FEBRERO;III;4
1998;01-01-1998;FEBRERO;IV;14
1998;01-01-1998;FEBRERO;V;114
1998;01-01-1998;FEBRERO;RM;60
1998;01-01-1998;FEBRERO;VI;34
1998;01-01-1998;FEBRERO;VII;95
1998;01-01-1998;FEBRERO;VIII;436
1998;01-01-1998;FEBRERO;IX;274
1998;01-01-1998;FEBRERO;XIV;96
1998;01-01-1998;FEBRERO;X;341
1998;01-01-1998;FEBRERO;XI;47
1998;01-01-1998;FEBRERO;XII;6
1998;01-01-1998;MARZO;III;3
1998;01-01-1998;MARZO;IV;3
1998;01-01-1998;MARZO;V;113
1998;01-01-1998;MARZO;RM;51
1998;01-01-1998;MARZO;VI;44
1998;01-01-1998;MARZO;VII;64
1998;01-01-1998;MARZO;VIII;489
1998;01-01-1998;MARZO;IX;290
1998;01-01-1998;MARZO;XIV;24
1998;01-01-1998;MARZO;X;4
1998;01-01-1998;MARZO;XI;2
1998;01-01-1998;MARZO;XII;2
1998;01-01-1998;ABRIL;III;0
1998;01-01-1998;ABRIL;IV;0
1998;01-01-1998;ABRIL;V;25
1998;01-01-1998;ABRIL;RM;4
1998;01-01-1998;ABRIL;VI;11
1998;01-01-1998;ABRIL;VII;26
1998;01-01-1998;ABRIL;VIII;162
1998;01-01-1998;ABRIL;IX;97
1998;01-01-1998;ABRIL;XIV;8
1998;01-01-1998;ABRIL;X;2
1998;01-01-1998;ABRIL;XI;0
1998;01-01-1998;ABRIL;XII;0
1998;01-01-1998;MAYO;III;0
1998;01-01-1998;MAYO;IV;0
1998;01-01-1998;MAYO;V;0
1998;01-01-1998;MAYO;RM;0
1998;01-01-1998;MAYO;VI;1
1998;01-01-1998;MAYO;VII;0
1998;01-01-1998;MAYO;VIII;3
1998;01-01-1998;MAYO;IX;0
1998;01-01-1998;MAYO;XIV;0
1998;01-01-1998;MAYO;X;0
1998;01-01-1998;MAYO;XI;0
1998;01-01-1998;MAYO;XII;0
1998;01-01-1998;JUNIO;III;0
1998;01-01-1998;JUNIO;IV;0
1998;01-01-1998;JUNIO;V;0
1998;01-01-1998;JUNIO;RM;0
1998;01-01-1998;JUNIO;VI;0
1998;01-01-1998;JUNIO;VII;0
1998;01-01-1998;JUNIO;VIII;0
1998;01-01-1998;JUNIO;IX;0
1998;01-01-1998;JUNIO;XIV;0
1998;01-01-1998;JUNIO;X;0
1998;01-01-1998;JUNIO;XI;0
1998;01-01-1998;JUNIO;XII;0
1999;01-01-1999;JULIO;III;0
1999;01-01-1999;JULIO;IV;0
1999;01-01-1999;JULIO;V;0
1999;01-01-1999;JULIO;RM;0
1999;01-01-1999;JULIO;VI;0
1999;01-01-1999;JULIO;VII;0
1999;01-01-1999;JULIO;VIII;0
1999;01-01-1999;JULIO;IX;0
1999;01-01-1999;JULIO;XIV;0
1999;01-01-1999;JULIO;X;0
1999;01-01-1999;JULIO;XI;0
1999;01-01-1999;JULIO;XII;0
1999;01-01-1999;AGOSTO;III;0
1999;01-01-1999;AGOSTO;IV;0
1999;01-01-1999;AGOSTO;V;0
1999;01-01-1999;AGOSTO;RM;0
1999;01-01-1999;AGOSTO;VI;0
1999;01-01-1999;AGOSTO;VII;0
1999;01-01-1999;AGOSTO;VIII;0
1999;01-01-1999;AGOSTO;IX;0
1999;01-01-1999;AGOSTO;XIV;0
1999;01-01-1999;AGOSTO;X;0
1999;01-01-1999;AGOSTO;XI;0
1999;01-01-1999;AGOSTO;XII;0
1999;01-01-1999;SEPTIEMBRE;III;0
1999;01-01-1999;SEPTIEMBRE;IV;0
1999;01-01-1999;SEPTIEMBRE;V;0
1999;01-01-1999;SEPTIEMBRE;RM;0
1999;01-01-1999;SEPTIEMBRE;VI;0
1999;01-01-1999;SEPTIEMBRE;VII;0
1999;01-01-1999;SEPTIEMBRE;VIII;0
1999;01-01-1999;SEPTIEMBRE;IX;0
1999;01-01-1999;SEPTIEMBRE;XIV;0
1999;01-01-1999;SEPTIEMBRE;X;0
1999;01-01-1999;SEPTIEMBRE;XI;0
1999;01-01-1999;SEPTIEMBRE;XII;0
1999;01-01-1999;OCTUBRE;III;1
1999;01-01-1999;OCTUBRE;IV;0
1999;01-01-1999;OCTUBRE;V;93
1999;01-01-1999;OCTUBRE;RM;23
1999;01-01-1999;OCTUBRE;VI;9
1999;01-01-1999;OCTUBRE;VII;34
1999;01-01-1999;OCTUBRE;VIII;180
1999;01-01-1999;OCTUBRE;IX;65
1999;01-01-1999;OCTUBRE;XIV;6
1999;01-01-1999;OCTUBRE;X;9
1999;01-01-1999;OCTUBRE;XI;8
1999;01-01-1999;OCTUBRE;XII;1
1999;01-01-1999;NOVIEMBRE;III;6
1999;01-01-1999;NOVIEMBRE;IV;11
1999;01-01-1999;NOVIEMBRE;V;134
1999;01-01-1999;NOVIEMBRE;RM;108
1999;01-01-1999;NOVIEMBRE;VI;53
1999;01-01-1999;NOVIEMBRE;VII;75
1999;01-01-1999;NOVIEMBRE;VIII;258
1999;01-01-1999;NOVIEMBRE;IX;119
1999;01-01-1999;NOVIEMBRE;XIV;15
1999;01-01-1999;NOVIEMBRE;X;10
1999;01-01-1999;NOVIEMBRE;XI;1
1999;01-01-1999;NOVIEMBRE;XII;3
1999;01-01-1999;DICIEMBRE;III;7
1999;01-01-1999;DICIEMBRE;IV;2
1999;01-01-1999;DICIEMBRE;V;153
1999;01-01-1999;DICIEMBRE;RM;83
1999;01-01-1999;DICIEMBRE;VI;62
1999;01-01-1999;DICIEMBRE;VII;112
1999;01-01-1999;DICIEMBRE;VIII;471
1999;01-01-1999;DICIEMBRE;IX;241
1999;01-01-1999;DICIEMBRE;XIV;39
1999;01-01-1999;DICIEMBRE;X;37
1999;01-01-1999;DICIEMBRE;XI;5
1999;01-01-1999;DICIEMBRE;XII;0
1999;01-01-1999;ENERO;III;7
1999;01-01-1999;ENERO;IV;8
1999;01-01-1999;ENERO;V;125
1999;01-01-1999;ENERO;RM;52
1999;01-01-1999;ENERO;VI;63
1999;01-01-1999;ENERO;VII;108
1999;01-01-1999;ENERO;VIII;601
1999;01-01-1999;ENERO;IX;406
1999;01-01-1999;ENERO;XIV;47
1999;01-01-1999;ENERO;X;135
1999;01-01-1999;ENERO;XI;20
1999;01-01-1999;ENERO;XII;7
1999;01-01-1999;FEBRERO;III;0
1999;01-01-1999;FEBRERO;IV;6
1999;01-01-1999;FEBRERO;V;94
1999;01-01-1999;FEBRERO;RM;48
1999;01-01-1999;FEBRERO;VI;49
1999;01-01-1999;FEBRERO;VII;81
1999;01-01-1999;FEBRERO;VIII;535
1999;01-01-1999;FEBRERO;IX;376
1999;01-01-1999;FEBRERO;XIV;56
1999;01-01-1999;FEBRERO;X;91
1999;01-01-1999;FEBRERO;XI;9
1999;01-01-1999;FEBRERO;XII;3
1999;01-01-1999;MARZO;III;0
1999;01-01-1999;MARZO;IV;1
1999;01-01-1999;MARZO;V;55
1999;01-01-1999;MARZO;RM;23
1999;01-01-1999;MARZO;VI;39
1999;01-01-1999;MARZO;VII;93
1999;01-01-1999;MARZO;VIII;335
1999;01-01-1999;MARZO;IX;205
1999;01-01-1999;MARZO;XIV;9
1999;01-01-1999;MARZO;X;20
1999;01-01-1999;MARZO;XI;2
1999;01-01-1999;MARZO;XII;4
1999;01-01-1999;ABRIL;III;0
1999;01-01-1999;ABRIL;IV;1
1999;01-01-1999;ABRIL;V;43
1999;01-01-1999;ABRIL;RM;10
1999;01-01-1999;ABRIL;VI;29
1999;01-01-1999;ABRIL;VII;53
1999;01-01-1999;ABRIL;VIII;331
1999;01-01-1999;ABRIL;IX;195
1999;01-01-1999;ABRIL;XIV;3
1999;01-01-1999;ABRIL;X;7
1999;01-01-1999;ABRIL;XI;0
1999;01-01-1999;ABRIL;XII;2
1999;01-01-1999;MAYO;III;0
1999;01-01-1999;MAYO;IV;0
1999;01-01-1999;MAYO;V;7
1999;01-01-1999;MAYO;RM;0
